description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Organic beef roast with red‑wine sauce; potato croquettes; red cabbage,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2025-04-29/mensa-rempartstrae_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-29/mensa-rempartstrae_wochenangebot.jpg
Kaiserschmarrn (shredded pancake) with apple sauce,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-29/mensa-institutsviertel_essen-1.jpg
Roasted chicken leg; herb yoghurt dip; French fries,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-29/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-29/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2025-04-29/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Littenweiler,images/2025-04-29/mensa-littenweiler_essen-3.jpg
"Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",no,no,Meal 1,Vegan on request,Mensa Flugplatz,images/2025-04-28/mensa-flugplatz_essen-1.jpg
Hungarian‑style goulash with organic beef; butter noodles,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-04-28/mensa-flugplatz_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-04-28/mensa-flugplatz_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Flugplatz,images/2025-04-28/mensa-flugplatz_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-28/mensa-rempartstrae_wochenangebot.jpg
"Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",no,no,Meal 1,Vegan on request,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_essen-1.jpg
Hungarian‑style goulash with organic beef; butter noodles,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_essen-3.jpg
Penne all’arrabbiata; grated hard cheese,no,no,Quick plate,Vegan on request,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_schneller-teller.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_wochenangebot.jpg
Soy gyros; tzatziki; vegetable rice; carrot coleslaw,no,no,Meal 1,Vegan on request,Mensa Rempartstrae,images/2025-04-26/mensa-rempartstrae_essen-1.jpg
"Mixed salad with tomato, mozzarella and basil; baguette",no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_essen-1.jpg
Breaded whiting fillet; tartar sauce; herb potatoes,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_essen-2.jpg
Rice pudding with apple sauce and cinnamon sugar,no,no,Meal 3,Vegetarian,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_wochenangebot.jpg
Ravioli filled with ricotta and spinach; pesto; pearl‑barley risotto; sheep’s cheese topping; leafy salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-04-25/mensa-rempartstrae_tagesgericht.jpg
"Thick‑cut fries with vegetable‑soy Bolognese, chilli‑pepper cream, tomatoes, rocket and grated cheese",no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-25/mensa-rempartstrae_wochenangebot.jpg
"Mixed salad with tomato, mozzarella and basil; baguette",no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-25/mensa-institutsviertel_essen-1.jpg
Breaded whiting fillet; tartar sauce; herb potatoes,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-25/mensa-institutsviertel_essen-2.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-25/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-04-25/mensa-littenweiler_wochenangebot.jpg
Lentil Bolognese with spaghetti; rocket pesto; grated hard cheese,no,no,Meal 1,Vegan on request,Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_essen-1.jpg
Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_essen-2.jpg
Miso soup (vegetarian and with meat options); baguette,no,no,Meal 3,Vegan on request,Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_wochenangebot.jpg
Mini spring rolls; sweet‑and‑sour sauce; basmati rice,no,no,Meal 2,Vegan,Mensa Rempartstrae,images/2025-04-24/mensa-rempartstrae_essen-2.jpg
"Halloumi bowl with black lentils, beetroot dip, cucumber, papadam, tomato, olive, lemon bulgur and spicy onions",no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-04-24/mensa-rempartstrae_tagesgericht.jpg
"Thick‑cut fries with vegetable‑soy Bolognese, chilli‑pepper cream, tomatoes, rocket and grated cheese",no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-24/mensa-rempartstrae_wochenangebot.jpg
Lentil Bolognese with spaghetti; rocket pesto; grated hard cheese,no,no,Meal 1,Vegan on request,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_essen-1.jpg
Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_essen-2.jpg
Spicy vegetable coconut soup with organic tofu; baguette,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_schneller-teller.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-04-24/mensa-littenweiler_wochenangebot.jpg
Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_essen-1.jpg
Apple strudel with vanilla sauce and sour‑cherry compote,no,no,Meal 2,Vegetarian,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_wochenangebot.jpg
Zucchini‑ricotta balls; red pepper ragout; pasta risotto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-23/mensa-rempartstrae_essen-1.jpg
"Thick‑cut fries with vegetable‑soy Bolognese, chilli‑pepper cream, tomatoes, rocket and grated cheese",no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-23/mensa-rempartstrae_wochenangebot.jpg
Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_essen-1.jpg
Apple strudel with vanilla sauce and sour‑cherry compote,no,no,Meal 2,Vegetarian,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_essen-2.jpg
Miso soup (vegetarian and with meat options); baguette,no,no,Meal 3,Vegan on request,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_wochenangebot.jpg
Börek with spinach; carrot curry; pea purée,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_abendessen-1.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-04-23/mensa-littenweiler_wochenangebot.jpg
Pan of potato dumplings and vegetables with white sauce; pesto,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_essen-1.jpg
Bernese‑style minced steak with pepper cream sauce; mashed potatoes; carrot‑pea vegetables,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_wochenangebot.jpg
Tortellini filled with ricotta and spinach in lemon‑wild‑garlic sauce; burst tomatoes,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-22/mensa-rempartstrae_essen-1.jpg
Spicy vegetable coconut soup with organic tofu,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2025-04-22/mensa-rempartstrae_schneller-teller.jpg
"Thick‑cut fries with vegetable‑soy Bolognese, chilli‑pepper cream, tomatoes, rocket and grated cheese",no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-22/mensa-rempartstrae_wochenangebot.jpg
Pan of potato dumplings and vegetables with white sauce; pesto,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_essen-1.jpg
Bernese‑style minced steak with pepper cream sauce; mashed potatoes; carrot‑pea vegetables,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-04-22/mensa-littenweiler_wochenangebot.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-17/mensa-flugplatz_essen-1.jpg
Rice pudding with strawberry compote and cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Flugplatz,images/2025-04-17/mensa-flugplatz_schneller-teller.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-04-17/mensa-flugplatz_wochenangebot.jpg
Fried organic tofu with tomato‑ginger chutney; Thai‑style noodles,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-17/mensa-rempartstrae_essen-1.jpg
Vegetable gnocchi pan with pink sauce; sheep’s cheese topping,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2025-04-17/mensa-rempartstrae_essen-2.jpg
Rice pudding with apple sauce and cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Rempartstrae,images/2025-04-17/mensa-rempartstrae_schneller-teller.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-17/mensa-institutsviertel_essen-1.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-17/mensa-institutsviertel_wochenangebot.jpg
Tortellini filled with ricotta and spinach in basil cheese sauce; spring onions; diced tomatoes; grated Emmental,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-16/mensa-flugplatz_essen-1.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-04-16/mensa-flugplatz_wochenangebot.jpg
Vegetable‑filled cannelloni with cheese crust; tomato sauce; herb pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-16/mensa-rempartstrae_essen-1.jpg
Tortellini filled with ricotta and spinach in basil cheese sauce; spring onions; diced tomatoes; grated Emmental,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_essen-1.jpg
Miso soup (vegetarian and with meat options); baguette,no,no,Meal 3,Vegan on request,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_essen-3.jpg
Superfood salad with organic smoked tofu,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_schneller-teller.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_wochenangebot.jpg
"Lemon‑herb noodles with tomatoes, rocket and basil; organic smoked tofu; tomato sugo; parsley pesto",no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-04-15/mensa-flugplatz_essen-1.jpg
Chicken burger; avocado dip; rissolé potatoes,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-04-15/mensa-flugplatz_essen-2.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-04-15/mensa-flugplatz_wochenangebot.jpg
Stuffed peppers; lattice potatoes; Spanish beans,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-15/mensa-rempartstrae_essen-1.jpg
Red noodle curry with lentils and pineapple,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2025-04-15/mensa-rempartstrae_schneller-teller.jpg
Vegetable lasagne with olives and sheep’s cheese; pesto,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-04-15/mensa-rempartstrae_tagesgericht.jpg
"Lemon‑herb noodles with tomatoes, rocket and basil; organic smoked tofu; tomato sugo; parsley pesto",no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_essen-1.jpg
Chicken burger; avocado dip; rissolé potatoes,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_wochenangebot.jpg
Spaghetti Bolognese with organic beef; grated hard cheese,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-04-14/mensa-flugplatz_essen-2.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-04-14/mensa-flugplatz_wochenangebot.jpg
Vegetarian sliced “meat” in creamy mushroom sauce; potato rösti; colourful pan‑fried vegetables,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-14/mensa-rempartstrae_essen-1.jpg
Spaghetti Bolognese with organic beef; grated hard cheese,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2025-04-14/mensa-rempartstrae_essen-2.jpg
Spaghetti Bolognese with organic beef; grated hard cheese,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-14/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-14/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-14/mensa-institutsviertel_wochenangebot.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Littenweiler,images/2025-04-14/mensa-littenweiler_essen-1.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-12/mensa-rempartstrae_essen-1.jpg
Organic beef roast with red‑wine sauce; homemade spaetzle; red cabbage,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2025-04-12/mensa-rempartstrae_essen-2.jpg
Rice pudding with apple sauce and cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Flugplatz,images/2025-04-11/mensa-flugplatz_schneller-teller.jpg
Rice pudding with apple sauce and cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Rempartstrae,images/2025-04-11/mensa-rempartstrae_schneller-teller.jpg
"Pasta “Tonno” with vegan tuna, tomatoes, vegetables and olives",no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2025-04-11/mensa-rempartstrae_tagesgericht.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-11/mensa-rempartstrae_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-11/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-04-11/mensa-littenweiler_wochenangebot.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; cucumber dip; naan bread,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-04-10/mensa-flugplatz_essen-1.jpg
Almond‑tofu ragout with mushrooms; homemade spaetzle,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2025-04-10/mensa-rempartstrae_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-10/mensa-rempartstrae_wochenangebot.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; cucumber dip; naan bread,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-10/mensa-institutsviertel_essen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-10/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-04-10/mensa-littenweiler_wochenangebot.jpg
Grönsaksbullar (vegetable meatballs) with tomato ragout; herb cheese spaetzle,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-09/mensa-flugplatz_essen-1.jpg
Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,no,no,Meal 2,Vegan,Mensa Flugplatz,images/2025-04-09/mensa-flugplatz_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-09/mensa-rempartstrae_wochenangebot.jpg
Grönsaksbullar (vegetable meatballs) with tomato ragout; herb cheese spaetzle,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_essen-1.jpg
Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_essen-2.jpg
Miso soup (vegetarian and with meat options); baguette,no,no,Meal 3,Vegan on request,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_essen-3.jpg
Penne all’arrabbiata; grated hard cheese,no,no,Quick plate,Vegan on request,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_schneller-teller.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_wochenangebot.jpg
Potato pancakes with pea guacamole; herb yoghurt dip,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_abendessen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-04-09/mensa-littenweiler_wochenangebot.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-04-08/mensa-flugplatz_essen-1.jpg
Pork cordon bleu with lemon jus; mashed potatoes; carrot‑pea vegetables,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-04-08/mensa-flugplatz_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-08/mensa-rempartstrae_wochenangebot.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_essen-1.jpg
Pork cordon bleu with lemon jus; mashed potatoes; carrot‑pea vegetables,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-04-08/mensa-littenweiler_wochenangebot.jpg
Thai curry with vegetables and soy; basmati rice; peanuts,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-07/mensa-rempartstrae_essen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-04-07/mensa-rempartstrae_wochenangebot.jpg
Roasted vegetable Swabian dumplings with egg; tomato sauce; potato‑cucumber salad,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_essen-1.jpg
Crispy chicken schnitzel with tomato ragout; fusilli; grated hard cheese,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-04-07/mensa-littenweiler_wochenangebot.jpg
Thai curry with vegetables and soy; basmati rice; peanuts,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-05/mensa-rempartstrae_essen-1.jpg
Crispy chicken schnitzel with tomato sauce; fusilli,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2025-04-05/mensa-rempartstrae_essen-2.jpg
Coalfish fillet in herb marinade; lemon cream; potato rösti; pea purée,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2025-04-04/mensa-rempartstrae_essen-2.jpg
Pan of potato dumplings and vegetables; cream sauce; leafy salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-04-04/mensa-rempartstrae_tagesgericht.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2025-04-04/mensa-institutsviertel_wochenangebot.jpg
Thick‑cut fries with surprise topping,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-04-04/mensa-institutsviertel_abendessen-1.jpg
Colourful tortellini with creamy cheese sauce,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-03/mensa-rempartstrae_essen-1.jpg
Spaghetti with wheat‑vegetable Bolognese,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-03/mensa-institutsviertel_essen-1.jpg
Hungarian‑style goulash with organic beef; butter noodles,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-03/mensa-institutsviertel_essen-2.jpg
Mango‑wheat tabbouleh with herbs; avocado dip; seeded baguette,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-04-03/mensa-institutsviertel_schneller-teller.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2025-04-03/mensa-institutsviertel_wochenangebot.jpg
Vegetable gnocchi pan with pink sauce; sheep’s cheese topping,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-02/mensa-rempartstrae_essen-1.jpg
"Mediterranean pasta salad with mozzarella, olives, sun‑dried tomatoes and basil; leafy salad; baguette",no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-02/mensa-institutsviertel_essen-1.jpg
Miso soup (vegetarian and with meat options); baguette,no,no,Meal 3,Vegan on request,Mensa Institutsviertel,images/2025-04-02/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2025-04-02/mensa-institutsviertel_wochenangebot.jpg
Sliced turkey in paprika sauce; mashed potatoes; creamed savoy cabbage,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-04-01/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-01/mensa-institutsviertel_essen-3.jpg
"Organic millet salad with vegetables, pumpkin seeds and cranberries; curry dip; flatbread",no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-04-01/mensa-institutsviertel_schneller-teller.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2025-04-01/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-03-31/mensa-institutsviertel_essen-3.jpg
